Class	Length	Reads
Clean_Reads	15	91633
Clean_Reads	16	105970
Clean_Reads	17	130096
Clean_Reads	18	163093
Clean_Reads	19	153434
Clean_Reads	20	157950
Clean_Reads	21	194573
Clean_Reads	22	259201
Clean_Reads	23	219916
Clean_Reads	24	237052
Clean_Reads	25	304059
Clean_Reads	26	402096
Clean_Reads	27	582802
Clean_Reads	28	1030000
Clean_Reads	29	1011525
Clean_Reads	30	815320
Clean_Reads	31	531839
Clean_Reads	32	338665
Clean_Reads	33	269109
Clean_Reads	34	218883
Clean_Reads	35	147376
Clean_Reads	36	103482
Clean_Reads	37	65334
Clean_Reads	38	37299
Clean_Reads	39	28839
Clean_Reads	40	32047
Clean_Reads	43	280210
Match_Genome	15	91555
Match_Genome	16	104335
Match_Genome	17	119215
Match_Genome	18	122954
Match_Genome	19	81003
Match_Genome	20	49149
Match_Genome	21	34522
Match_Genome	22	30303
Match_Genome	23	24925
Match_Genome	24	30955
Match_Genome	25	38493
Match_Genome	26	54775
Match_Genome	27	63504
Match_Genome	28	51916
Match_Genome	29	47085
Match_Genome	30	54642
Match_Genome	31	27775
Match_Genome	32	17256
Match_Genome	33	12616
Match_Genome	34	11774
Match_Genome	35	8700
Match_Genome	36	5929
Match_Genome	37	2442
Match_Genome	38	1474
Match_Genome	39	1152
Match_Genome	40	1241
Match_Genome	43	10545
miRBase-miRNA_Match_Genome	15	738.00
miRBase-miRNA_Match_Genome	16	411.00
miRBase-miRNA_Match_Genome	17	573.00
miRBase-miRNA_Match_Genome	18	896.00
miRBase-miRNA_Match_Genome	19	1511.00
miRBase-miRNA_Match_Genome	20	969.00
miRBase-miRNA_Match_Genome	21	1844.00
miRBase-miRNA_Match_Genome	22	3470.00
miRBase-miRNA_Match_Genome	23	1010.00
miRBase-miRNA_Match_Genome	24	366.00
miRBase-miRNA_Match_Genome	25	96.00
miRBase-miRNA_Match_Genome	26	4.00
miRBase-miRNA_Match_Genome	27	8.00
miRBase-miRNA_Match_Genome	28	6.00
miRBase-miRNA_Match_Genome	29	6.00
miRBase-miRNA_Match_Genome	30	7.00
miRBase-miRNA_Match_Genome	31	4.00
